Order_ID,Order_Date,Product_ID,Location_ID,Units_Sold,Revenue,Cost,Ad_Spend,Year,Month Name,Quarter,Start of Year,End of Year,TotalRevenue,ProductRank,TotalProfit,CityRank
ZiVA795,24-07-2024,OZ2,VA7,2,4398,2821.96,287.67,2024,July,3,01-01-2024,31-12-2024,532158,3,101495.94,5
ZiVA796,02-11-2024,OZ8,VA9,4,1996,1241.55,214.7,2024,November,4,01-01-2024,31-12-2024,171656,10,106096.5,2
ZiVA797,05-06-2024,OZ10,VA2,4,5996,3397.21,540.96,2024,June,2,01-01-2024,31-12-2024,487175,4,103620.97,3
ZiVA798,04-03-2025,OZ8,VA6,2,998,745.64,142.44,2025,March,1,01-01-2025,31-12-2025,171656,10,76598.8,10
ZiVA799,31-03-2025,OZ7,VA2,3,1797,1219.06,268.12,2025,March,1,01-01-2025,31-12-2025,195274,9,103620.97,3
ZiVA800,15-05-2025,OZ1,VA8,2,3998,2591.1,356.83,2025,May,2,01-01-2025,31-12-2025,673663,1,82367.24,9
ZiVA801,22-09-2024,OZ8,VA8,3,1497,1052.68,100.02,2024,September,3,01-01-2024,31-12-2024,171656,10,82367.24,9
ZiVA802,21-04-2025,OZ10,VA2,5,7495,4935.54,643.03,2025,April,2,01-01-2025,31-12-2025,487175,4,103620.97,3
ZiVA803,09-02-2026,OZ10,VA2,4,5996,4048.51,711.82,2026,February,1,01-01-2026,31-12-2026,487175,4,103620.97,3
ZiVA804,16-04-2025,OZ8,VA10,5,2495,1471.63,243.8,2025,April,2,01-01-2025,31-12-2025,171656,10,92967.49,6
ZiVA805,28-05-2024,OZ7,VA5,1,599,377.78,54.78,2024,May,2,01-01-2024,31-12-2024,195274,9,103391.5,4
ZiVA806,02-09-2025,OZ5,VA10,5,3995,2295.24,403.91,2025,September,3,01-01-2025,31-12-2025,286042,5,92967.49,6
ZiVA807,23-01-2025,OZ4,VA9,5,4995,3379.61,259.96,2025,January,1,01-01-2025,31-12-2025,271728,7,106096.5,2
ZiVA808,17-04-2024,OZ9,VA2,5,4495,2861.67,467.98,2024,April,2,01-01-2024,31-12-2024,283185,6,103620.97,3
ZiVA809,21-09-2025,OZ8,VA9,1,499,334.08,66.78,2025,September,3,01-01-2025,31-12-2025,171656,10,106096.5,2
ZiVA810,15-10-2024,OZ6,VA1,3,2397,1569.32,323.39,2024,October,4,01-01-2024,31-12-2024,218926,8,109108.47,1
ZiVA811,23-09-2025,OZ3,VA1,3,7497,4729.7,1013.39,2025,September,3,01-01-2025,31-12-2025,652239,2,109108.47,1
ZiVA812,13-07-2024,OZ9,VA2,4,3596,2114.89,309.51,2024,July,3,01-01-2024,31-12-2024,283185,6,103620.97,3
ZiVA813,19-01-2026,OZ5,VA8,3,2397,1351.03,277.83,2026,January,1,01-01-2026,31-12-2026,286042,5,82367.24,9
ZiVA814,29-05-2025,OZ4,VA6,3,2997,2159.82,252.63,2025,May,2,01-01-2025,31-12-2025,271728,7,76598.8,10
ZiVA815,03-01-2026,OZ7,VA1,1,599,331.49,78.52,2026,January,1,01-01-2026,31-12-2026,195274,9,109108.47,1
ZiVA816,01-03-2024,OZ5,VA7,5,3995,2332.9,486.46,2024,March,1,01-01-2024,31-12-2024,286042,5,101495.94,5
ZiVA817,17-04-2025,OZ10,VA10,4,5996,3446.03,681.06,2025,April,2,01-01-2025,31-12-2025,487175,4,92967.49,6
ZiVA818,16-10-2025,OZ9,VA3,5,4495,3228.05,417.61,2025,October,4,01-01-2025,31-12-2025,283185,6,92016.54,7
ZiVA819,21-06-2024,OZ1,VA8,4,7996,5708.75,1081.33,2024,June,2,01-01-2024,31-12-2024,673663,1,82367.24,9
ZiVA820,05-02-2026,OZ5,VA1,1,799,446.42,71.86,2026,February,1,01-01-2026,31-12-2026,286042,5,109108.47,1
ZiVA821,13-12-2025,OZ8,VA5,1,499,359.23,36.83,2025,December,4,01-01-2025,31-12-2025,171656,10,103391.5,4
ZiVA822,22-10-2025,OZ1,VA9,2,3998,2892.55,378.85,2025,October,4,01-01-2025,31-12-2025,673663,1,106096.5,2
ZiVA823,02-11-2024,OZ4,VA9,2,1998,1435.24,216.54,2024,November,4,01-01-2024,31-12-2024,271728,7,106096.5,2
ZiVA824,30-03-2024,OZ1,VA7,1,1999,1323.67,139.53,2024,March,1,01-01-2024,31-12-2024,673663,1,101495.94,5
ZiVA825,09-01-2026,OZ7,VA4,2,1198,730.72,177.39,2026,January,1,01-01-2026,31-12-2026,195274,9,83645.5,8
ZiVA826,24-01-2026,OZ8,VA8,3,1497,1063.5,202.47,2026,January,1,01-01-2026,31-12-2026,171656,10,82367.24,9
ZiVA827,01-06-2025,OZ9,VA7,2,1798,1233.15,197.22,2025,June,2,01-01-2025,31-12-2025,283185,6,101495.94,5
ZiVA828,13-02-2025,OZ5,VA4,5,3995,2448.93,561.67,2025,February,1,01-01-2025,31-12-2025,286042,5,83645.5,8
ZiVA829,14-12-2024,OZ5,VA7,1,799,476.51,86.23,2024,December,4,01-01-2024,31-12-2024,286042,5,101495.94,5
ZiVA830,03-07-2025,OZ9,VA7,4,3596,2196.97,256.26,2025,July,3,01-01-2025,31-12-2025,283185,6,101495.94,5
ZiVA831,14-06-2025,OZ3,VA5,2,4998,2959.37,596.33,2025,June,2,01-01-2025,31-12-2025,652239,2,103391.5,4
ZiVA832,11-08-2024,OZ6,VA3,1,799,526.23,46.43,2024,August,3,01-01-2024,31-12-2024,218926,8,92016.54,7
ZiVA833,30-07-2024,OZ2,VA1,2,4398,3225.7,613.57,2024,July,3,01-01-2024,31-12-2024,532158,3,109108.47,1
ZiVA834,15-02-2025,OZ1,VA2,4,7996,4682.2,842.17,2025,February,1,01-01-2025,31-12-2025,673663,1,103620.97,3
ZiVA835,02-12-2024,OZ2,VA1,1,2199,1471.9,166.27,2024,December,4,01-01-2024,31-12-2024,532158,3,109108.47,1
ZiVA836,19-05-2024,OZ3,VA5,5,12495,7210.66,810.74,2024,May,2,01-01-2024,31-12-2024,652239,2,103391.5,4
ZiVA837,17-07-2024,OZ10,VA7,4,5996,4434.35,573.57,2024,July,3,01-01-2024,31-12-2024,487175,4,101495.94,5
ZiVA838,25-06-2025,OZ6,VA4,4,3196,1777.39,189.09,2025,June,2,01-01-2025,31-12-2025,218926,8,83645.5,8
ZiVA839,01-12-2025,OZ2,VA2,4,8796,5412.25,1083.87,2025,December,4,01-01-2025,31-12-2025,532158,3,103620.97,3
ZiVA840,09-08-2025,OZ4,VA9,3,2997,2178.62,389.6,2025,August,3,01-01-2025,31-12-2025,271728,7,106096.5,2
ZiVA841,01-04-2024,OZ9,VA6,1,899,533.98,87.28,2024,April,2,01-01-2024,31-12-2024,283185,6,76598.8,10
ZiVA842,21-11-2024,OZ6,VA1,1,799,453.01,63.04,2024,November,4,01-01-2024,31-12-2024,218926,8,109108.47,1
ZiVA843,07-12-2025,OZ6,VA5,4,3196,1775.45,431.46,2025,December,4,01-01-2025,31-12-2025,218926,8,103391.5,4
ZiVA844,10-09-2025,OZ6,VA7,5,3995,2758.64,583.46,2025,September,3,01-01-2025,31-12-2025,218926,8,101495.94,5
ZiVA845,05-05-2024,OZ3,VA10,5,12495,7735.59,1630.77,2024,May,2,01-01-2024,31-12-2024,652239,2,92967.49,6
ZiVA846,05-06-2024,OZ7,VA6,4,2396,1557,332.21,2024,June,2,01-01-2024,31-12-2024,195274,9,76598.8,10
ZiVA847,06-05-2024,OZ9,VA4,3,2697,1770.99,225.15,2024,May,2,01-01-2024,31-12-2024,283185,6,83645.5,8
ZiVA848,08-07-2024,OZ1,VA6,2,3998,2561.56,293.94,2024,July,3,01-01-2024,31-12-2024,673663,1,76598.8,10
ZiVA849,12-06-2024,OZ1,VA9,1,1999,1418.28,264.98,2024,June,2,01-01-2024,31-12-2024,673663,1,106096.5,2
ZiVA850,06-06-2025,OZ10,VA9,4,5996,3447.62,762.83,2025,June,2,01-01-2025,31-12-2025,487175,4,106096.5,2
ZiVA851,05-11-2025,OZ8,VA7,4,1996,1348.25,143.67,2025,November,4,01-01-2025,31-12-2025,171656,10,101495.94,5
ZiVA852,19-11-2025,OZ9,VA3,3,2697,1752.04,186.22,2025,November,4,01-01-2025,31-12-2025,283185,6,92016.54,7
ZiVA853,25-05-2025,OZ4,VA8,1,999,685.97,124.44,2025,May,2,01-01-2025,31-12-2025,271728,7,82367.24,9
ZiVA854,06-10-2024,OZ10,VA9,2,2998,2110.91,198.46,2024,October,4,01-01-2024,31-12-2024,487175,4,106096.5,2
ZiVA855,10-06-2024,OZ7,VA1,3,1797,1153.13,247.03,2024,June,2,01-01-2024,31-12-2024,195274,9,109108.47,1
ZiVA856,02-03-2025,OZ2,VA3,1,2199,1405.29,195.59,2025,March,1,01-01-2025,31-12-2025,532158,3,92016.54,7
ZiVA857,20-01-2025,OZ2,VA1,1,2199,1492.28,235.19,2025,January,1,01-01-2025,31-12-2025,532158,3,109108.47,1
ZiVA858,27-07-2025,OZ1,VA6,5,9995,6909.43,635.09,2025,July,3,01-01-2025,31-12-2025,673663,1,76598.8,10
ZiVA859,15-06-2024,OZ7,VA1,1,599,399.61,60.79,2024,June,2,01-01-2024,31-12-2024,195274,9,109108.47,1
ZiVA860,12-07-2024,OZ1,VA1,3,5997,4082.01,338.19,2024,July,3,01-01-2024,31-12-2024,673663,1,109108.47,1
ZiVA861,26-12-2024,OZ3,VA7,2,4998,3309.46,457.29,2024,December,4,01-01-2024,31-12-2024,652239,2,101495.94,5
ZiVA862,25-06-2025,OZ5,VA10,2,1598,1134.08,109.2,2025,June,2,01-01-2025,31-12-2025,286042,5,92967.49,6
ZiVA863,29-05-2025,OZ9,VA5,3,2697,1645.39,165.3,2025,May,2,01-01-2025,31-12-2025,283185,6,103391.5,4
ZiVA864,14-03-2025,OZ8,VA9,4,1996,1282.03,283.66,2025,March,1,01-01-2025,31-12-2025,171656,10,106096.5,2
ZiVA865,02-04-2025,OZ9,VA1,3,2697,1848.34,324.19,2025,April,2,01-01-2025,31-12-2025,283185,6,109108.47,1
ZiVA866,06-09-2025,OZ8,VA5,1,499,292.33,59.85,2025,September,3,01-01-2025,31-12-2025,171656,10,103391.5,4
ZiVA867,08-11-2025,OZ4,VA6,2,1998,1445.92,268.8,2025,November,4,01-01-2025,31-12-2025,271728,7,76598.8,10
ZiVA868,02-03-2024,OZ1,VA8,5,9995,7335.12,1162.6,2024,March,1,01-01-2024,31-12-2024,673663,1,82367.24,9
ZiVA869,26-05-2025,OZ2,VA3,3,6597,3932.4,910.82,2025,May,2,01-01-2025,31-12-2025,532158,3,92016.54,7
ZiVA870,19-04-2025,OZ7,VA4,1,599,346.47,74.69,2025,April,2,01-01-2025,31-12-2025,195274,9,83645.5,8
ZiVA871,10-10-2024,OZ4,VA10,4,3996,2864.09,460.02,2024,October,4,01-01-2024,31-12-2024,271728,7,92967.49,6
ZiVA872,13-09-2024,OZ1,VA1,3,5997,3437.02,731.76,2024,September,3,01-01-2024,31-12-2024,673663,1,109108.47,1
ZiVA873,24-09-2025,OZ5,VA1,5,3995,2647.75,235.71,2025,September,3,01-01-2025,31-12-2025,286042,5,109108.47,1
ZiVA874,18-01-2026,OZ2,VA6,3,6597,4186.38,699.31,2026,January,1,01-01-2026,31-12-2026,532158,3,76598.8,10
ZiVA875,02-06-2024,OZ5,VA10,4,3196,2211.12,296.49,2024,June,2,01-01-2024,31-12-2024,286042,5,92967.49,6
ZiVA876,28-05-2025,OZ6,VA10,3,2397,1713.63,219.25,2025,May,2,01-01-2025,31-12-2025,218926,8,92967.49,6
ZiVA877,06-03-2024,OZ6,VA1,2,1598,1016.7,111.95,2024,March,1,01-01-2024,31-12-2024,218926,8,109108.47,1
ZiVA878,26-12-2024,OZ1,VA6,5,9995,5826.43,1238.41,2024,December,4,01-01-2024,31-12-2024,673663,1,76598.8,10
ZiVA879,27-01-2026,OZ4,VA6,3,2997,1855.64,421.11,2026,January,1,01-01-2026,31-12-2026,271728,7,76598.8,10
ZiVA880,03-12-2024,OZ1,VA5,4,7996,5573.31,779.22,2024,December,4,01-01-2024,31-12-2024,673663,1,103391.5,4
ZiVA881,09-11-2024,OZ5,VA6,3,2397,1392.61,323.46,2024,November,4,01-01-2024,31-12-2024,286042,5,76598.8,10
ZiVA882,03-02-2026,OZ1,VA4,2,3998,2555.94,403.59,2026,February,1,01-01-2026,31-12-2026,673663,1,83645.5,8
ZiVA883,30-11-2025,OZ6,VA8,4,3196,2251,443.13,2025,November,4,01-01-2025,31-12-2025,218926,8,82367.24,9
ZiVA884,17-10-2024,OZ7,VA5,4,2396,1374.59,263.92,2024,October,4,01-01-2024,31-12-2024,195274,9,103391.5,4
ZiVA885,20-11-2025,OZ1,VA8,3,5997,4390.94,305.52,2025,November,4,01-01-2025,31-12-2025,673663,1,82367.24,9
ZiVA886,23-04-2024,OZ5,VA8,3,2397,1383.43,351.67,2024,April,2,01-01-2024,31-12-2024,286042,5,82367.24,9
ZiVA887,28-02-2025,OZ10,VA10,2,2998,1784.21,230.86,2025,February,1,01-01-2025,31-12-2025,487175,4,92967.49,6
ZiVA888,06-05-2024,OZ7,VA5,3,1797,1006.36,91.26,2024,May,2,01-01-2024,31-12-2024,195274,9,103391.5,4
ZiVA889,06-11-2025,OZ1,VA9,4,7996,4981.68,913.31,2025,November,4,01-01-2025,31-12-2025,673663,1,106096.5,2
ZiVA890,03-12-2024,OZ10,VA8,5,7495,5238.06,650.15,2024,December,4,01-01-2024,31-12-2024,487175,4,82367.24,9
ZiVA891,18-11-2024,OZ9,VA9,5,4495,3209.73,561.41,2024,November,4,01-01-2024,31-12-2024,283185,6,106096.5,2
ZiVA892,03-03-2025,OZ10,VA6,5,7495,5387.22,647.54,2025,March,1,01-01-2025,31-12-2025,487175,4,76598.8,10
ZiVA893,16-12-2025,OZ3,VA4,4,9996,6513.77,896.61,2025,December,4,01-01-2025,31-12-2025,652239,2,83645.5,8
ZiVA894,13-12-2024,OZ7,VA8,4,2396,1586.77,242.3,2024,December,4,01-01-2024,31-12-2024,195274,9,82367.24,9
ZiVA895,04-02-2025,OZ1,VA4,5,9995,7218.66,530.16,2025,February,1,01-01-2025,31-12-2025,673663,1,83645.5,8
ZiVA896,12-12-2025,OZ7,VA2,2,1198,855.24,71.57,2025,December,4,01-01-2025,31-12-2025,195274,9,103620.97,3
ZiVA897,30-07-2024,OZ6,VA6,2,1598,1093.06,217.71,2024,July,3,01-01-2024,31-12-2024,218926,8,76598.8,10
ZiVA898,09-02-2025,OZ1,VA10,1,1999,1371.5,155.95,2025,February,1,01-01-2025,31-12-2025,673663,1,92967.49,6
ZiVA899,17-11-2024,OZ10,VA7,1,1499,967.97,116.86,2024,November,4,01-01-2024,31-12-2024,487175,4,101495.94,5
ZiVA900,06-12-2024,OZ3,VA9,4,9996,7357.68,734.53,2024,December,4,01-01-2024,31-12-2024,652239,2,106096.5,2
ZiVA901,09-02-2026,OZ5,VA5,1,799,516.1,95.47,2026,February,1,01-01-2026,31-12-2026,286042,5,103391.5,4
ZiVA902,22-10-2025,OZ8,VA6,4,1996,1145.75,243.66,2025,October,4,01-01-2025,31-12-2025,171656,10,76598.8,10
ZiVA903,03-09-2024,OZ3,VA6,1,2499,1477.26,202.42,2024,September,3,01-01-2024,31-12-2024,652239,2,76598.8,10
ZiVA904,14-08-2024,OZ8,VA10,4,1996,1195.48,180.04,2024,August,3,01-01-2024,31-12-2024,171656,10,92967.49,6
ZiVA905,19-08-2024,OZ2,VA10,4,8796,5710.03,945.39,2024,August,3,01-01-2024,31-12-2024,532158,3,92967.49,6
ZiVA906,04-09-2024,OZ5,VA10,3,2397,1706.98,214.36,2024,September,3,01-01-2024,31-12-2024,286042,5,92967.49,6
ZiVA907,30-08-2025,OZ2,VA2,1,2199,1289.01,117.84,2025,August,3,01-01-2025,31-12-2025,532158,3,103620.97,3
ZiVA908,03-09-2024,OZ4,VA1,5,4995,3730.04,531.97,2024,September,3,01-01-2024,31-12-2024,271728,7,109108.47,1
ZiVA909,26-03-2025,OZ5,VA7,3,2397,1691.06,243.29,2025,March,1,01-01-2025,31-12-2025,286042,5,101495.94,5
ZiVA910,09-10-2024,OZ10,VA10,2,2998,1903.45,193.68,2024,October,4,01-01-2024,31-12-2024,487175,4,92967.49,6
ZiVA911,09-05-2024,OZ8,VA1,5,2495,1464.35,210.47,2024,May,2,01-01-2024,31-12-2024,171656,10,109108.47,1
ZiVA912,15-09-2024,OZ6,VA9,2,1598,879.42,196.59,2024,September,3,01-01-2024,31-12-2024,218926,8,106096.5,2
ZiVA913,07-04-2024,OZ6,VA9,2,1598,1056.36,167.83,2024,April,2,01-01-2024,31-12-2024,218926,8,106096.5,2
ZiVA914,15-03-2024,OZ4,VA3,5,4995,3690.22,394.6,2024,March,1,01-01-2024,31-12-2024,271728,7,92016.54,7
ZiVA915,15-04-2024,OZ10,VA1,2,2998,2089.71,234.82,2024,April,2,01-01-2024,31-12-2024,487175,4,109108.47,1
ZiVA916,01-04-2025,OZ1,VA2,3,5997,3395.05,313.87,2025,April,2,01-01-2025,31-12-2025,673663,1,103620.97,3
ZiVA917,16-10-2024,OZ9,VA5,1,899,658.55,51.43,2024,October,4,01-01-2024,31-12-2024,283185,6,103391.5,4
ZiVA918,16-07-2025,OZ5,VA6,1,799,551.4,79.54,2025,July,3,01-01-2025,31-12-2025,286042,5,76598.8,10
ZiVA919,29-05-2024,OZ1,VA3,5,9995,6727.72,1157.42,2024,May,2,01-01-2024,31-12-2024,673663,1,92016.54,7
ZiVA920,19-09-2024,OZ2,VA5,4,8796,6208.97,541.07,2024,September,3,01-01-2024,31-12-2024,532158,3,103391.5,4
ZiVA921,17-03-2025,OZ6,VA5,5,3995,2597.21,574.93,2025,March,1,01-01-2025,31-12-2025,218926,8,103391.5,4
ZiVA922,05-12-2025,OZ2,VA8,3,6597,3696.06,752.23,2025,December,4,01-01-2025,31-12-2025,532158,3,82367.24,9
ZiVA923,28-11-2024,OZ7,VA8,3,1797,1088.82,94.68,2024,November,4,01-01-2024,31-12-2024,195274,9,82367.24,9
ZiVA924,19-09-2025,OZ1,VA5,2,3998,2872.84,572.93,2025,September,3,01-01-2025,31-12-2025,673663,1,103391.5,4
ZiVA925,24-05-2024,OZ5,VA10,3,2397,1581.73,244.25,2024,May,2,01-01-2024,31-12-2024,286042,5,92967.49,6
ZiVA926,28-05-2024,OZ2,VA8,5,10995,6751.02,1038.82,2024,May,2,01-01-2024,31-12-2024,532158,3,82367.24,9
ZiVA927,23-05-2025,OZ9,VA9,4,3596,2473.11,454.84,2025,May,2,01-01-2025,31-12-2025,283185,6,106096.5,2
ZiVA928,30-04-2025,OZ5,VA2,2,1598,1098.01,91.19,2025,April,2,01-01-2025,31-12-2025,286042,5,103620.97,3
ZiVA929,26-03-2025,OZ1,VA2,4,7996,5498.91,1043.52,2025,March,1,01-01-2025,31-12-2025,673663,1,103620.97,3
ZiVA930,07-08-2025,OZ1,VA9,2,3998,2939,461.21,2025,August,3,01-01-2025,31-12-2025,673663,1,106096.5,2
ZiVA931,15-09-2025,OZ5,VA6,5,3995,2615.21,397.61,2025,September,3,01-01-2025,31-12-2025,286042,5,76598.8,10
ZiVA932,10-03-2025,OZ4,VA5,5,4995,3048.05,345.95,2025,March,1,01-01-2025,31-12-2025,271728,7,103391.5,4
ZiVA933,14-02-2025,OZ1,VA7,4,7996,5400.28,552.43,2025,February,1,01-01-2025,31-12-2025,673663,1,101495.94,5
ZiVA934,14-08-2024,OZ5,VA9,3,2397,1343.15,311.18,2024,August,3,01-01-2024,31-12-2024,286042,5,106096.5,2
ZiVA935,01-10-2025,OZ8,VA6,5,2495,1429.33,189.89,2025,October,4,01-01-2025,31-12-2025,171656,10,76598.8,10
ZiVA936,05-06-2025,OZ10,VA1,2,2998,2064.79,398.56,2025,June,2,01-01-2025,31-12-2025,487175,4,109108.47,1
ZiVA937,03-01-2025,OZ7,VA7,4,2396,1516.89,352.02,2025,January,1,01-01-2025,31-12-2025,195274,9,101495.94,5
ZiVA938,11-02-2025,OZ4,VA7,5,4995,3400.36,322.72,2025,February,1,01-01-2025,31-12-2025,271728,7,101495.94,5
ZiVA939,26-03-2024,OZ7,VA5,2,1198,868.63,78.45,2024,March,1,01-01-2024,31-12-2024,195274,9,103391.5,4
ZiVA940,27-12-2024,OZ6,VA4,4,3196,2149.58,387.62,2024,December,4,01-01-2024,31-12-2024,218926,8,83645.5,8
ZiVA941,25-06-2024,OZ8,VA5,1,499,303.87,56.68,2024,June,2,01-01-2024,31-12-2024,171656,10,103391.5,4
ZiVA942,25-07-2024,OZ3,VA3,2,4998,3658.22,546.43,2024,July,3,01-01-2024,31-12-2024,652239,2,92016.54,7
ZiVA943,29-02-2024,OZ1,VA1,2,3998,2658.2,574.82,2024,February,1,01-01-2024,31-12-2024,673663,1,109108.47,1
ZiVA944,15-12-2024,OZ7,VA1,1,599,362.71,41.63,2024,December,4,01-01-2024,31-12-2024,195274,9,109108.47,1
ZiVA945,21-08-2024,OZ4,VA8,5,4995,3312.88,423.88,2024,August,3,01-01-2024,31-12-2024,271728,7,82367.24,9
ZiVA946,22-09-2025,OZ8,VA3,2,998,565.1,124.89,2025,September,3,01-01-2025,31-12-2025,171656,10,92016.54,7
ZiVA947,30-11-2024,OZ6,VA7,3,2397,1507.07,123.14,2024,November,4,01-01-2024,31-12-2024,218926,8,101495.94,5
ZiVA948,31-08-2025,OZ8,VA1,4,1996,1129.51,207.17,2025,August,3,01-01-2025,31-12-2025,171656,10,109108.47,1
ZiVA949,19-08-2025,OZ6,VA5,1,799,567.46,89.78,2025,August,3,01-01-2025,31-12-2025,218926,8,103391.5,4
ZiVA950,28-04-2024,OZ4,VA9,3,2997,1715.1,334.69,2024,April,2,01-01-2024,31-12-2024,271728,7,106096.5,2
ZiVA951,18-02-2025,OZ4,VA10,3,2997,1804.29,276.49,2025,February,1,01-01-2025,31-12-2025,271728,7,92967.49,6
ZiVA952,05-07-2025,OZ6,VA5,4,3196,2097.16,339.78,2025,July,3,01-01-2025,31-12-2025,218926,8,103391.5,4
ZiVA953,25-05-2024,OZ2,VA3,2,4398,2495.68,493.43,2024,May,2,01-01-2024,31-12-2024,532158,3,92016.54,7
ZiVA954,04-07-2025,OZ3,VA9,1,2499,1596.29,282.18,2025,July,3,01-01-2025,31-12-2025,652239,2,106096.5,2
ZiVA955,23-10-2025,OZ8,VA8,3,1497,1008.44,147.3,2025,October,4,01-01-2025,31-12-2025,171656,10,82367.24,9
ZiVA956,25-07-2024,OZ9,VA10,3,2697,1820.33,204.14,2024,July,3,01-01-2024,31-12-2024,283185,6,92967.49,6
ZiVA957,10-01-2025,OZ5,VA9,3,2397,1337.29,132.13,2025,January,1,01-01-2025,31-12-2025,286042,5,106096.5,2
ZiVA958,04-06-2024,OZ7,VA10,1,599,428.95,53.92,2024,June,2,01-01-2024,31-12-2024,195274,9,92967.49,6
ZiVA959,05-11-2024,OZ8,VA8,3,1497,1102.39,204.73,2024,November,4,01-01-2024,31-12-2024,171656,10,82367.24,9
ZiVA960,26-07-2025,OZ6,VA9,1,799,571.98,89.62,2025,July,3,01-01-2025,31-12-2025,218926,8,106096.5,2
ZiVA961,24-05-2024,OZ8,VA10,5,2495,1736.57,315.84,2024,May,2,01-01-2024,31-12-2024,171656,10,92967.49,6
ZiVA962,10-04-2024,OZ9,VA5,3,2697,1745.65,144.9,2024,April,2,01-01-2024,31-12-2024,283185,6,103391.5,4
ZiVA963,06-03-2025,OZ7,VA10,2,1198,882.78,150.33,2025,March,1,01-01-2025,31-12-2025,195274,9,92967.49,6
ZiVA964,11-07-2025,OZ9,VA3,1,899,518.79,74.12,2025,July,3,01-01-2025,31-12-2025,283185,6,92016.54,7
ZiVA965,15-04-2024,OZ7,VA8,1,599,440.23,32.75,2024,April,2,01-01-2024,31-12-2024,195274,9,82367.24,9
ZiVA966,05-10-2024,OZ4,VA3,2,1998,1219.14,250.67,2024,October,4,01-01-2024,31-12-2024,271728,7,92016.54,7
ZiVA967,08-01-2026,OZ6,VA4,5,3995,2553.53,292.04,2026,January,1,01-01-2026,31-12-2026,218926,8,83645.5,8
ZiVA968,11-05-2024,OZ3,VA5,4,9996,5659.3,1452.27,2024,May,2,01-01-2024,31-12-2024,652239,2,103391.5,4
ZiVA969,18-06-2024,OZ5,VA9,3,2397,1522.23,235.75,2024,June,2,01-01-2024,31-12-2024,286042,5,106096.5,2
ZiVA970,10-11-2024,OZ2,VA8,1,2199,1408.2,143.42,2024,November,4,01-01-2024,31-12-2024,532158,3,82367.24,9
ZiVA971,10-04-2025,OZ6,VA8,2,1598,919.27,108.99,2025,April,2,01-01-2025,31-12-2025,218926,8,82367.24,9
ZiVA972,14-04-2024,OZ3,VA7,1,2499,1712.49,148.84,2024,April,2,01-01-2024,31-12-2024,652239,2,101495.94,5
ZiVA973,20-11-2024,OZ10,VA8,3,4497,3300.02,631.39,2024,November,4,01-01-2024,31-12-2024,487175,4,82367.24,9
ZiVA974,25-01-2025,OZ1,VA7,1,1999,1486.82,235.5,2025,January,1,01-01-2025,31-12-2025,673663,1,101495.94,5
ZiVA975,23-04-2025,OZ3,VA4,2,4998,3022.81,596.37,2025,April,2,01-01-2025,31-12-2025,652239,2,83645.5,8
ZiVA976,19-10-2025,OZ8,VA10,1,499,328.51,38.86,2025,October,4,01-01-2025,31-12-2025,171656,10,92967.49,6
ZiVA977,11-07-2024,OZ9,VA10,3,2697,1719.86,276.37,2024,July,3,01-01-2024,31-12-2024,283185,6,92967.49,6
ZiVA978,28-07-2025,OZ5,VA3,3,2397,1769.33,195.82,2025,July,3,01-01-2025,31-12-2025,286042,5,92016.54,7
ZiVA979,03-01-2025,OZ8,VA2,1,499,315.4,25.06,2025,January,1,01-01-2025,31-12-2025,171656,10,103620.97,3
ZiVA980,08-10-2025,OZ5,VA6,5,3995,2379.07,589.04,2025,October,4,01-01-2025,31-12-2025,286042,5,76598.8,10
ZiVA981,08-09-2025,OZ2,VA4,4,8796,6238.84,1103.78,2025,September,3,01-01-2025,31-12-2025,532158,3,83645.5,8
ZiVA982,29-09-2025,OZ5,VA3,3,2397,1552.11,212.1,2025,September,3,01-01-2025,31-12-2025,286042,5,92016.54,7
ZiVA983,14-07-2025,OZ7,VA4,1,599,334.76,36.79,2025,July,3,01-01-2025,31-12-2025,195274,9,83645.5,8
ZiVA984,07-08-2025,OZ5,VA6,5,3995,2932.64,511.8,2025,August,3,01-01-2025,31-12-2025,286042,5,76598.8,10
ZiVA985,28-04-2024,OZ8,VA10,3,1497,921.34,187.97,2024,April,2,01-01-2024,31-12-2024,171656,10,92967.49,6
ZiVA986,27-03-2024,OZ7,VA9,2,1198,707.77,64.96,2024,March,1,01-01-2024,31-12-2024,195274,9,106096.5,2
ZiVA987,31-10-2025,OZ9,VA10,5,4495,2550.66,275.25,2025,October,4,01-01-2025,31-12-2025,283185,6,92967.49,6
ZiVA988,18-03-2025,OZ1,VA4,5,9995,7443.4,1126.15,2025,March,1,01-01-2025,31-12-2025,673663,1,83645.5,8
ZiVA989,03-12-2025,OZ9,VA6,5,4495,2503.52,440.1,2025,December,4,01-01-2025,31-12-2025,283185,6,76598.8,10
ZiVA990,04-08-2025,OZ8,VA7,1,499,350.08,53.26,2025,August,3,01-01-2025,31-12-2025,171656,10,101495.94,5
ZiVA991,19-10-2024,OZ4,VA5,5,4995,3045.9,388.01,2024,October,4,01-01-2024,31-12-2024,271728,7,103391.5,4
ZiVA992,10-10-2025,OZ7,VA8,3,1797,1074.32,147.14,2025,October,4,01-01-2025,31-12-2025,195274,9,82367.24,9
ZiVA993,16-12-2025,OZ10,VA7,4,5996,3828.17,561.49,2025,December,4,01-01-2025,31-12-2025,487175,4,101495.94,5
